Lot Frontage	Lot Area	Neighborhood	Overall Qual	Overall Cond	Year Built	Total Bsmt SF	1st Flr SF	Gr Liv Area	Bedroom AbvGr	TotRms AbvGrd	Garage Area	SalePrice
	12394	Gilbert	7	5	2003	847	847	1733	3	7	433	225000
	10364	Gilbert	6	5	1995	806	806	1572	3	7	373	168000
	13869	Gilbert	6	6	1997	794	794	1470	3	6	388	177000
57	8773	Gilbert	6	5	1997	916	916	1600	3	7	460	169000
56	8872	Gilbert	6	5	1997	384	754	1384	3	7	390	161500
41	5330	StoneBr	8	5	2000	1494	1652	1652	2	6	499	251000
	10147	Gilbert	6	5	1994	392	924	1694	3	7	398	160000
	8637	Gilbert	6	5	1999	923	947	1714	3	7	451	180000
63	7875	Gilbert	7	5	1996	691	691	1553	3	6	420	178750
63	7875	Gilbert	7	5	1995	1237	1253	1253	3	6	402	176000
60	7500	Gilbert	6	5	1999	938	957	2299	5	7	482	204000
	9556	Gilbert	7	5	1992	1168	1187	1187	3	6	420	160000
	10784	Gilbert	7	5	1991	384	802	1472	3	7	402	160000
	9125	Gilbert	7	5	1992	384	812	1482	3	7	392	163900
	7655	Gilbert	6	5	1993	903	910	1642	3	7	392	168000
160	18160	Gilbert	6	6	1964	1302	1128	1128	3	6	480	154204
	3696	StoneBr	8	5	1986	1074	1088	1088	2	5	461	170000
	5062	StoneBr	7	5	1984	1190	1190	2090	3	6	577	207500
38	4740	StoneBr	8	5	1988	1166	1179	1179	2	5	480	182000
35	5118	StoneBr	8	5	1990	1312	1321	1321	1	4	484	212000
86	14157	StoneBr	9	5	2005	1922	1922	1922	3	8	676	377426
98	12328	StoneBr	8	5	2005	1149	1164	2541	4	10	729	349265
52	51974	StoneBr	9	5	2006	2660	2338	2338	4	8	1110	591587
195	41600	Gilbert	5	5	1969	1100	1424	1424	3	7	828	155000
61	8035	StoneBr	9	5	2006	1612	1612	1612	2	6	556	319900
60	8089	StoneBr	8	6	2007	1419	1419	1419	2	7	567	392000
85	14082	StoneBr	8	5	2006	2220	2234	2234	1	7	724	441929
81	13870	StoneBr	10	5	2006	1742	2042	2042	3	8	724	455000
	12546	NWAmes	6	7	1981	1440	1440	1440	3	7	467	182900
	10960	NWAmes	6	5	1984	1284	1284	1284	3	5	480	174000
78	12090	NWAmes	6	7	1984	585	1140	1868	3	7	477	178000
78	12090	NWAmes	7	7	1981	725	725	1479	3	6	484	176000
93	12299	NWAmes	7	6	1978	1529	1664	1664	3	7	663	213000
61	11339	NWAmes	7	5	1979	780	1085	1930	4	9	481	192000
92	11952	NWAmes	7	6	1977	808	1161	1969	3	8	534	190000
	12046	NWAmes	6	6	1976	848	1118	2030	4	8	551	195000
	10395	NWAmes	6	6	1978	1032	1032	1032	3	6	564	148000
79	11850	NWAmes	6	6	1984	1153	1177	1177	3	6	495	151500
80	11584	NWAmes	7	6	1979	539	1040	1725	3	6	550	197000
80	10400	NWAmes	6	5	1979	1259	1353	1353	2	5	478	192350
80	10793	NWAmes	5	5	1969	780	780	1620	4	7	462	152000
128	13001	NWAmes	6	5	1971	1625	1220	1220	2	6	944	170000
70	12243	NWAmes	5	6	1971	1484	1484	1484	3	7	487	175000
90	11700	NWAmes	6	6	1968	702	1041	1743	3	7	539	175000
	12384	NWAmes	7	7	1976	793	1142	1935	3	7	550	197900
64	8991	NWAmes	7	6	1976	1228	1324	1324	3	5	585	174000
80	8000	NWAmes	6	6	1974	1084	1084	1877	4	8	488	178900
70	10500	NAmes	5	7	1971	372	576	1109	3	5	288	139000
	10530	NAmes	6	5	1971	981	981	981	3	5	576	143250
	7472	NAmes	7	9	1972	725	725	1479	4	7	484	184000
63	9457	NAmes	5	6	1970	925	1422	1422	3	7	576	155000
66	7920	NAmes	5	5	1970	914	914	914	3	5	368	133000
61	9758	NAmes	5	5	1971	950	950	950	3	5	280	119500
70	8294	NAmes	4	5	1971	858	872	872	3	5	480	123000
	7340	NAmes	4	6	1971	858	858	858	2	4	684	110000
	17199	NAmes	4	7	1961	914	914	914	2	4	270	128000
60	9000	NAmes	4	6	1971	864	864	864	3	5	528	120500
34	4058	NAmes	7	5	1998	723	767	767	1	4	367	133000
33	4113	NAmes	6	5	2001	1337	1337	1337	2	5	511	155000
26	10943	NAmes	6	5	1997	1405	1337	1337	2	5	522	177000
21	2205	BrDale	6	6	1973	525	525	1092	3	6	264	113500
21	1890	BrDale	6	5	1973	672	672	1218	3	7	264	113000
21	2058	BrDale	6	5	1973	672	672	1218	4	7	264	113700
24	2016	BrDale	5	5	1970	630	630	1302	3	6	440	106000
24	1920	BrDale	5	5	1971	765	765	1365	2	6	440	122500
	4928	NPkVill	6	5	1976	1078	958	958	2	5	440	128000
24	2308	NPkVill	6	6	1976	804	804	1548	3	7	440	155000
24	2304	NPkVill	7	7	1978	1061	1055	1055	2	4	319	142500
65	7150	NAmes	5	6	1966	988	988	988	3	5	360	129250
96	12469	NridgHt	9	5	2006	1790	1816	1816	3	7	730	356000
90	11694	NridgHt	9	5	2007	1822	1828	1828	3	9	774	314813
93	12030	NridgHt	8	5	2007	1694	1694	1694	3	7	818	318000
91	11825	NridgHt	8	5	2006	1694	1694	1694	3	7	856	322400
93	12085	NridgHt	8	5	2007	1734	1734	1734	3	7	928	318000
110	14333	NridgHt	8	5	2007	2108	2122	2122	2	7	938	345474
107	14450	NridgHt	9	5	2006	2121	2121	2121	3	8	732	415298
107	13641	NridgHt	9	5	2007	1934	1943	2656	3	8	1040	492000
110	13440	NridgHt	8	5	2006	1108	1148	2550	4	11	670	338931
105	15431	NridgHt	10	5	2005	1994	2046	2046	2	7	878	450000
109	14154	NridgHt	7	5	2006	1063	1071	2172	3	9	947	280000
107	13891	NridgHt	9	5	2007	2552	2552	2552	3	8	932	479069
110	14226	NridgHt	8	5	2006	1935	1973	1973	3	9	895	395000
105	13693	NridgHt	9	5	2006	2153	2069	2643	3	9	694	380000
98	11428	NridgHt	8	5	2006	1626	1634	1634	3	7	866	250000
110	14977	NridgHt	8	5	2006	1976	1976	1976	2	7	908	440000
118	13654	NridgHt	9	5	2005	1704	1722	2758	4	9	814	418000
59	17169	NridgHt	10	5	2007	2320	2290	2290	2	7	1174	500067
134	16659	NridgHt	8	5	2007	1582	1582	2152	3	7	728	260116
76	9591	NridgHt	8	5	2004	1143	1143	2473	4	9	852	317000
82	9709	NridgHt	8	5	2007	918	958	2100	3	8	786	319500
86	10562	NridgHt	8	5	2007	1582	1610	2161	3	8	789	325624
94	13615	NridgHt	9	5	2006	1802	1802	1802	3	7	843	372000
99	13069	NridgHt	8	5	2004	1706	1718	2956	5	11	916	342000
99	12099	NridgHt	8	5	2004	1136	1136	2468	4	10	872	354000
110	14277	NridgHt	8	5	2003	1317	1217	2385	3	7	818	350000
93	11999	NridgHt	8	5	2003	1181	1234	2374	4	10	656	285000
	12568	NridgHt	8	5	2007	895	895	1818	3	8	774	281500
70	9926	NridgHt	7	5	2005	1614	1614	1614	3	7	878	245700
71	9254	NridgHt	8	5	2005	1721	1721	1721	3	7	554	232698
92	10732	NridgHt	8	5	2006	1298	1298	1828	3	7	876	250000
61	7577	NridgHt	6	5	2005	1362	1362	1362	2	6	460	194700
34	3901	NridgHt	6	5	2005	1302	1302	1302	1	5	631	204000
34	3903	NridgHt	6	5	2005	1302	1302	1302	1	5	631	200000
41	6289	NridgHt	6	5	2005	1362	1362	1362	2	6	460	207000
34	4590	NridgHt	8	5	2006	1554	1554	1554	2	6	627	209500
34	4590	NridgHt	8	5	2006	1554	1554	1554	2	6	627	209500
44	6442	NridgHt	8	5	2006	1370	1370	1370	2	6	484	202500
48	7841	NridgHt	9	5	2005	1577	1577	1577	2	6	564	280000
60	7313	NridgHt	9	5	2005	1561	1561	1561	2	6	556	277500
68	7820	NridgHt	9	5	2007	1869	1869	1869	2	6	617	318061
48	6240	NridgHt	8	5	2006	1324	1324	1324	2	6	550	221370
48	3242	NridgHt	7	5	2003	1405	1405	1405	2	6	478	200000
59	15810	Gilbert	6	5	2007	768	768	1496	3	7	572	181755
65	10237	Gilbert	6	5	2005	768	768	1536	3	6	400	176000
65	10237	Gilbert	6	5	2005	783	783	1484	3	8	393	178900
58	13204	Gilbert	7	5	2006	608	608	1458	3	6	454	168165
62	8857	Gilbert	6	5	2006	738	738	1495	3	7	440	171925
63	9729	Gilbert	6	5	2006	698	698	1746	3	6	350	198444
88	12216	Gilbert	6	5	2005	1326	1326	1326	3	6	388	203000
65	9018	Gilbert	7	5	2007	728	728	1456	3	8	400	179540
73	8993	Gilbert	7	5	2007	1302	1302	1302	3	6	436	176485
73	8899	Gilbert	7	5	2007	1340	1340	1340	3	6	396	181134
73	8499	Gilbert	6	5	2006	616	616	1412	3	6	432	156932
72	8229	Gilbert	6	5	2007	752	752	1504	3	6	440	166000
64	7713	Gilbert	7	5	2007	728	728	1456	3	7	400	177594
64	7697	Gilbert	7	6	2007	1246	1258	1258	3	6	462	173500
53	3922	Blmngtn	7	5	2006	1258	1258	1258	2	6	648	172500
53	3922	Blmngtn	7	5	2006	1258	1402	1402	2	7	648	194201
	3621	Blmngtn	8	5	2003	1406	1589	1589	2	7	630	226500
53	3710	Blmngtn	7	5	2007	1266	1266	1266	2	6	388	185485
182	14572	Gilbert	7	5	2004	1530	1530	1530	3	7	630	259000
65	16219	Gilbert	7	5	2004	835	1119	1119	2	5	437	188500
87	11084	Gilbert	7	5	2004	384	744	1374	3	8	400	175000
59	11796	Gilbert	7	5	2004	847	847	1959	4	8	434	215000
59	10936	Gilbert	7	5	2006	1510	1525	1525	3	6	534	206580
62	8244	Gilbert	7	5	2004	840	840	1720	3	7	440	183500
	11950	Gilbert	7	5	2003	384	754	1394	3	7	400	165500
63	7875	Gilbert	7	5	2003	847	847	1948	4	8	434	211000
	8063	Gilbert	6	5	2000	924	948	1690	3	7	463	181000
	8740	Gilbert	7	5	2002	854	864	1995	4	8	435	219500
62	7917	Gilbert	6	5	1999	953	953	1647	3	7	460	175000
76	9967	Gilbert	7	5	2000	384	774	1430	3	8	400	170000
	7750	Gilbert	7	5	2003	660	660	1320	3	6	400	162000
58	9487	Gilbert	6	5	2000	915	940	1690	3	7	442	187000
59	9649	Gilbert	6	5	1999	941	961	1644	3	7	460	185000
160	15623	NoRidge	10	5	1996	2396	2411	4476	4	10	813	745000
100	12191	NoRidge	8	5	1997	1779	1779	2551	4	8	925	384500
	11000	NoRidge	8	5	2000	969	997	2285	4	8	648	248000
	11400	NoRidge	10	5	2001	2633	2633	2633	2	8	804	466500
89	10557	NoRidge	9	5	1998	1408	1671	3078	4	9	806	410000
74	11002	NoRidge	8	5	1998	1389	1411	2582	4	9	758	322500
83	10790	NoRidge	7	5	1998	1066	1108	2385	4	8	600	252000
104	21535	NoRidge	10	6	1994	2444	2444	4316	4	10	832	755000
92	9920	NoRidge	7	5	1996	1117	1127	2013	3	8	455	269790
95	11787	NoRidge	7	5	1996	1379	1383	2398	3	8	834	315750
82	9950	NoRidge	7	5	1995	1203	1214	2520	4	9	721	290000
65	12257	NoRidge	8	5	1995	1318	1328	2531	4	9	752	290000
	12692	NoRidge	8	5	1992	3200	3228	3228	4	10	546	430000
88	11762	NoRidge	8	5	1992	1105	1105	2202	4	9	517	263000
82	9044	NoRidge	8	5	1996	1325	1335	2538	4	8	933	330000
75	9910	Somerst	7	6	2007	1369	1369	1369	3	5	605	213133
91	11830	Somerst	8	5	2007	1542	1542	1542	3	6	852	260261
84	11670	Somerst	9	5	2006	1905	1905	1905	3	8	788	320000
49	15256	Somerst	8	5	2007	1485	1464	1464	3	6	754	282922
76	10612	Somerst	8	5	2006	1524	1534	1534	3	7	484	215000
98	12291	Somerst	10	5	2007	1966	1966	1966	1	6	1092	419005
116	13501	Somerst	8	5	2006	1623	1636	1636	3	8	865	255000
75	9986	Somerst	8	5	2006	1795	1795	1795	2	7	895	147000
85	9965	Somerst	7	5	2007	1528	1528	1528	3	6	480	235876
79	9416	Somerst	7	5	2007	1726	1726	1726	3	8	786	311872
83	9849	Somerst	7	6	2007	1689	1689	1689	3	7	954	248328
85	10000	Somerst	8	5	2006	1588	1588	1588	3	7	825	227000
74	8847	Somerst	8	5	2005	1538	1538	1538	3	7	484	260000
76	9158	Somerst	8	5	2007	1496	1496	1496	3	7	474	225000
70	8251	Somerst	7	5	2005	1494	1506	1506	3	7	672	249000
75	10084	Somerst	8	5	2004	1686	1694	1694	3	7	636	307000
70	9605	Somerst	7	5	2006	982	982	1977	3	7	574	250000
75	8778	Somerst	8	5	2006	1302	1302	1830	3	7	859	221300
72	8640	Somerst	8	5	2007	1338	1338	1338	3	6	598	208900
75	9000	Somerst	7	5	2006	1335	1335	1335	3	6	575	210400
72	8640	Somerst	8	5	2007	896	896	1792	3	8	590	255000
81	10411	Somerst	5	5	2007	725	725	1588	3	8	561	212109
75	9000	Somerst	8	5	2006	1088	1088	1959	3	8	1025	270000
75	9000	Somerst	8	5	2007	1184	1184	2610	4	11	550	303477
112	12217	Somerst	8	5	2007	955	955	1880	3	8	880	310013
84	11096	Somerst	8	5	2006	1656	1656	1656	3	7	826	249700
84	10207	Somerst	7	6	2007	874	874	1761	3	7	578	227875
84	10440	Somerst	8	5	2007	1574	1584	1584	2	6	594	261329
100	11824	Somerst	8	5	2006	1685	1685	1685	2	5	658	253000
85	10625	Somerst	6	5	2004	1158	1158	2443	4	9	744	265000
102	11143	Somerst	8	5	2004	1580	1580	2466	4	8	610	340000
63	7500	SawyerW	6	5	2006	1100	1100	1100	3	6	0	146000
63	7500	SawyerW	7	5	2006	1143	1143	1143	3	5	0	147000
60	12450	SawyerW	5	5	2003	1094	1094	1094	3	6	576	149000
65	7441	SawyerW	7	5	2006	1461	1486	1486	3	7	566	181000
70	8462	SawyerW	6	5	1994	928	936	1721	3	7	471	201000
	11613	SawyerW	6	5	1993	864	920	1820	3	7	492	191750
65	8450	SawyerW	7	5	2000	1349	1349	1349	3	6	539	179000
	16196	SawyerW	7	5	1998	1482	1494	1494	3	5	514	215000
50	8012	SawyerW	6	5	1992	1575	1575	1575	2	5	529	179200
50	8012	SawyerW	6	5	1980	630	630	1266	2	5	283	128000
	9180	SawyerW	5	7	1983	840	884	884	2	5	504	144000
60	8400	SawyerW	5	5	1977	0	2020	2020	4	10	630	144000
64	6285	Sawyer	5	5	1977	894	894	894	2	5	308	120750
80	8480	Sawyer	5	6	1963	970	970	970	2	5	624	132500
70	7420	Sawyer	5	5	1962	1057	1057	1057	3	6	576	132000
	7758	Sawyer	5	7	1962	999	999	999	3	6	264	132500
85	6970	Sawyer	4	5	1961	1040	1120	1120	3	5	544	129000
40	13673	Sawyer	5	5	1962	1140	1696	1696	3	8	349	143900
84	7476	Sawyer	5	7	1968	1040	1040	1040	3	5	686	145000
	9945	Sawyer	5	5	1961	988	988	988	3	5	572	128500
	6173	Sawyer	5	6	1967	876	902	902	3	6	288	125500
	19522	Veenker	7	5	1990	1223	1271	2503	3	7	564	300000
	17542	Veenker	7	7	1974	1192	1516	2167	3	9	518	294000
44	10751	Sawyer	5	5	1974	1037	1037	1037	2	5	431	129000
	16647	Sawyer	5	5	1975	1390	1701	1701	3	6	611	171000
43	12712	Sawyer	6	7	1973	1044	1055	1055	2	5	542	147000
	9572	NoRidge	8	5	1990	1453	1453	2810	4	9	750	302000
85	10678	NoRidge	8	5	1992	1683	2129	2872	4	9	541	285000
45	4379	Somerst	8	5	2004	1378	1378	1378	2	6	540	214000
80	3523	Somerst	8	5	2006	1141	1151	1151	2	5	484	166000
32	3784	Somerst	8	5	2006	1511	1565	1565	2	5	476	193800
47	4230	Somerst	7	5	2006	1352	1352	1352	2	5	466	208900
40	3606	Somerst	7	5	2006	1352	1352	1352	2	5	466	194000
30	5330	Somerst	8	5	2006	1550	1550	1550	2	5	528	207500
35	4274	Somerst	7	5	2006	1241	1241	1241	1	4	569	199900
35	4251	Somerst	7	5	2006	625	625	1250	2	5	528	164700
24	2280	Somerst	6	5	1999	744	757	1501	3	6	440	176500
34	3230	Somerst	6	5	1999	729	729	1458	2	5	440	176000
	2117	Somerst	6	5	2000	756	756	1512	2	4	440	168500
24	2117	Somerst	6	5	2000	756	769	1573	3	4	440	177000
	2117	Somerst	6	5	2000	756	769	1525	3	5	440	177000
	5105	Somerst	7	5	2004	551	551	1102	2	4	480	148800
24	2645	Somerst	8	5	1999	776	764	1441	2	5	492	174000
66	7399	Somerst	7	5	1997	975	975	1950	3	7	576	239000
73	7321	Somerst	7	5	1999	1339	1358	1358	3	5	625	204000
	8010	Somerst	8	5	2003	1054	1072	2048	3	8	552	301000
106	8413	Somerst	8	5	1998	1220	1220	2362	3	8	1105	312500
50	9466	Veenker	8	5	1994	1494	1494	1494	1	5	478	279700
80	12000	Veenker	7	6	1980	2002	2362	2362	3	8	546	255000
	16157	Veenker	5	7	1978	1360	1432	1432	2	5	588	194000
90	10768	Veenker	5	8	1976	1437	1437	1437	3	6	528	218000
40	3840	Greens	8	6	1978	1057	1295	1295	1	4	571	213750
80	9600	Veenker	6	7	1976	528	1094	1855	3	7	512	187000
80	9600	Veenker	6	8	1976	1262	1262	1262	3	6	460	181500
94	17778	Veenker	8	5	1981	2461	2497	2497	2	7	676	373000
	18890	Sawyer	5	5	1977	1361	1361	2620	4	12	600	190000
	7050	Somerst	7	5	2001	1057	1057	1929	3	7	650	226000
78	11700	NWAmes	6	6	1968	912	1152	1152	3	7	412	143450
80	8000	NWAmes	6	6	1970	1008	1403	2411	4	8	570	240050
	8723	NWAmes	6	6	1969	973	1082	1082	3	6	480	162500
130	11700	NWAmes	6	5	1968	1295	1295	1295	3	6	528	164000
108	11358	NWAmes	7	7	1972	1124	1610	1610	3	8	515	185000
80	9547	NWAmes	7	6	1993	1594	1594	1594	2	6	472	188500
78	10530	NWAmes	7	6	1993	1148	1091	2075	3	8	473	255000
	11500	NWAmes	5	6	1976	1680	1680	1680	4	8	528	136905
88	10738	NWAmes	6	7	1966	1093	1093	1093	3	6	484	158500
80	9600	NWAmes	7	6	1973	1242	1242	1242	3	6	528	175500
80	10800	NWAmes	6	5	1963	1052	1052	1052	3	6	311	127000
70	8050	NAmes	5	6	1967	949	1107	1107	3	5	308	127000
	10355	NAmes	5	5	1967	1214	1214	1214	3	5	318	143000
79	10289	NAmes	5	7	1965	1073	1073	1073	3	6	515	156000
	9503	NAmes	5	5	1958	1024	1344	1344	2	6	484	144000
	10624	NAmes	5	4	1964	1728	1728	1728	6	10	352	119000
	10899	NAmes	4	5	1964	0	1224	1224	2	8	530	103000
	12342	NAmes	5	5	1960	978	1422	1422	3	6	286	139900
	12772	NAmes	6	8	1960	958	958	958	2	5	301	151500
80	8892	NAmes	5	5	1960	1065	1065	1065	3	6	461	126500
65	10482	NAmes	6	8	1958	588	1138	1138	3	6	264	145000
70	7535	NAmes	5	7	1958	912	912	912	2	5	297	120000
74	7450	NAmes	5	5	1956	894	1074	1074	2	6	396	124000
	8339	NAmes	5	7	1959	0	882	882	3	5	294	106500
	14357	NAmes	5	5	1961	864	1187	1187	2	6	440	140500
76	8243	NAmes	5	7	1961	964	964	964	3	5	784	137500
70	8680	NAmes	5	7	1960	894	894	894	3	5	312	117600
80	8800	NAmes	7	6	1966	1174	1200	1200	3	6	440	163500
80	9200	NAmes	6	5	1965	1042	1042	1042	3	5	440	161000
85	9350	NAmes	6	7	1964	1302	1302	1302	3	7	309	158000
80	8800	NAmes	6	7	1964	845	845	2154	5	8	539	224500
	11382	NAmes	6	5	1964	1130	1374	1374	3	7	286	147000
	22002	NAmes	6	7	1959	1592	1652	1652	3	6	510	200000
	14585	NAmes	6	6	1960	1144	1429	1429	3	7	572	181900
75	7388	NAmes	5	6	1959	1063	1327	1327	3	7	624	150750
70	9842	NAmes	4	5	1962	0	1224	1224	2	6	462	101800
57	8280	NAmes	6	5	1950	932	932	932	2	4	306	124000
85	12172	NAmes	5	7	1940	822	908	908	2	4	512	138500
50	5000	BrkSide	1	3	1946	0	334	334	1	2	0	39300
50	5000	BrkSide	3	3	1946	666	666	666	2	4	0	64500
51	3500	BrkSide	3	5	1945	370	442	670	2	4	0	64000
50	5175	BrkSide	5	8	1958	808	808	808	2	5	308	112000
100	9500	NAmes	6	6	1964	816	1127	1977	4	9	540	165000
80	9600	NAmes	5	6	1955	1078	1150	1150	2	6	288	144000
95	11345	NAmes	5	5	1948	928	928	1920	4	10	400	137000
79	9492	NAmes	5	5	1941	768	968	1376	3	6	240	105000
79	9480	NAmes	5	7	1942	728	888	1644	3	7	312	146500
63	8668	NAmes	5	5	1968	1560	1560	1560	4	8	792	126000
	10050	NAmes	5	6	1966	793	1280	1280	3	6	432	175000
100	9600	NAmes	6	5	1961	1218	1254	1254	3	6	525	158500
70	10150	NAmes	5	5	1958	912	912	912	2	5	275	114500
78	11344	NAmes	5	5	1958	874	874	1524	3	7	315	144000
	18450	NAmes	6	5	1965	1021	1465	2380	3	7	596	129000
73	8760	NAmes	6	7	1957	936	936	936	2	4	315	141000
65	6860	NAmes	5	6	1956	1008	1008	1008	3	6	308	131000
60	8250	NAmes	5	7	1963	1053	1053	1053	3	6	692	142100
70	8176	NAmes	5	6	1958	1056	1056	1056	3	6	308	139000
75	9750	NAmes	6	6	1958	1442	1442	1442	4	7	301	157900
80	9250	NAmes	5	7	1954	1056	1056	1056	3	6	260	139400
90	11988	NAmes	6	6	1957	1244	1244	1244	3	6	336	150000
70	9100	NAmes	5	5	1960	1144	1144	1144	3	6	336	120000
80	9736	NAmes	6	6	1957	1331	1721	1721	4	8	464	174850
72	9770	NAmes	5	5	1957	922	922	922	2	5	308	116000
72	10152	NAmes	5	5	1956	1048	1048	1048	3	6	286	135000
	12155	NAmes	6	3	1970	1657	1657	1657	3	7	484	163500
70	12198	NAmes	5	6	1955	1204	1411	1411	3	7	310	130000
75	10050	NAmes	5	5	1955	1216	1216	1216	3	5	336	129500
60	11556	NAmes	5	9	1953	864	1154	1154	3	6	336	142000
70	8078	NAmes	5	5	1958	1560	1560	1560	4	8	484	128600
60	10950	NAmes	6	6	1952	948	948	948	2	5	410	125000
68	7942	NAmes	6	7	1953	1040	1040	1040	3	6	293	136000
66	8923	NAmes	5	7	1953	1008	1008	1008	2	6	240	134500
71	8540	NAmes	5	8	1956	925	925	925	3	5	252	127000
60	7134	NAmes	5	5	1955	384	1360	1360	3	6	572	130000
55	7150	NAmes	4	4	1955	1190	1040	1540	4	7	352	115000
70	8400	NAmes	5	5	1955	923	925	925	3	5	390	116900
70	13300	NAmes	5	7	1956	928	928	928	2	4	252	132000
75	9532	NAmes	4	6	1953	1105	1647	1647	3	6	280	153000
	15783	OldTown	5	5	1952	924	924	924	2	6	420	112500
60	14190	OldTown	4	7	1890	925	1000	1544	3	7	0	138000
60	9600	NAmes	5	7	1949	845	893	893	2	4	576	135000
	12099	NAmes	5	6	1953	1216	1216	1728	3	7	371	156000
113	21281	NAmes	5	4	1935	666	1308	3086	4	9	1200	301600
60	10134	OldTown	5	6	1940	735	735	1034	2	5	240	109000
55	5500	OldTown	4	6	1956	882	882	882	1	4	0	103200
60	10284	OldTown	4	7	1925	1151	845	1281	1	6	580	128500
60	10800	OldTown	4	6	1927	656	968	968	4	5	216	64500
60	10800	OldTown	5	9	1895	736	751	1534	3	6	0	148000
60	5400	OldTown	5	6	1920	691	691	691	2	4	216	86000
93	10090	NAmes	7	5	1963	725	1035	1651	4	6	276	172000
75	8700	NAmes	5	7	1961	920	888	888	3	5	240	120000
66	8300	NAmes	6	6	1968	952	952	952	3	5	288	128500
70	11606	NAmes	5	5	1969	1040	1040	2080	5	9	504	135000
60	8064	NAmes	5	7	1949	672	672	924	3	6	576	122900
60	11664	NAmes	6	5	1948	1082	1082	1082	2	5	240	119200
78	10496	NAmes	6	6	1949	1040	1168	1846	3	7	315	143000
60	7200	NAmes	5	7	1950	876	988	988	3	6	276	119000
60	7200	NAmes	5	3	1950	864	1238	1238	3	6	357	102000
60	7200	NAmes	5	8	1950	864	864	864	3	5	720	129000
70	7000	NAmes	5	7	1960	1010	1134	1134	2	6	254	135000
	7500	NAmes	5	7	1959	1040	1040	1040	3	6	286	152000
70	7315	NAmes	5	6	1958	1170	1170	1170	3	6	338	140000
70	7903	NAmes	5	5	1960	1242	1242	1242	3	6	324	152000
80	8000	NAmes	5	5	1960	1377	1377	1377	3	6	351	156500
80	8000	NAmes	5	4	1961	1800	1800	1800	6	10	0	141000
70	7000	NAmes	5	6	1961	0	925	925	3	7	300	99000
80	9760	NAmes	6	8	1964	822	1020	1851	3	7	440	187000
69	7590	NAmes	5	5	1962	864	876	1812	4	8	264	169500
60	6600	NAmes	5	5	1962	864	864	864	2	5	294	125500
66	6760	NAmes	5	5	1962	896	936	936	3	6	288	130000
60	6978	OldTown	5	7	1926	850	960	960	2	5	576	103000
60	9600	OldTown	5	7	1910	264	768	1432	2	7	360	132000
50	6000	OldTown	6	6	1927	845	866	1296	3	6	576	127500
56	4480	OldTown	5	5	1922	1022	1022	1022	2	4	184	89500
60	7200	OldTown	5	5	1980	936	936	936	2	4	672	140000
56	3153	OldTown	5	6	1920	967	967	967	2	5	180	99900
60	10800	OldTown	4	7	1885	641	1047	1047	2	6	273	100000
60	7200	OldTown	5	8	1940	808	1072	1072	2	5	379	130000
120	9000	OldTown	5	8	1900	680	680	1174	2	6	576	135000
50	6000	OldTown	3	7	1948	649	679	1183	2	6	308	120000
50	5925	OldTown	4	7	1937	907	1131	1131	2	7	672	89471
50	5925	OldTown	4	6	1900	570	761	1141	3	6	252	85000
50	6000	OldTown	4	4	1920	960	960	960	2	5	308	108500
57	9639	OldTown	4	8	1900	1075	1156	1798	4	7	342	137000
40	3880	OldTown	5	9	1945	686	866	866	2	4	0	110500
60	8520	OldTown	5	6	1923	968	968	968	2	5	480	100000
	10337	OldTown	8	9	1910	725	909	1772	3	7	816	184900
53	9863	OldTown	6	6	1927	728	914	1642	4	9	374	145000
60	9600	OldTown	5	8	1925	702	842	1472	3	6	250	125000
35	4571	OldTown	5	7	1910	616	616	1232	3	6	480	114000
85	13600	OldTown	5	5	1900	662	1422	2337	5	10	560	90000
56	8398	OldTown	6	8	1910	926	991	1650	3	6	468	144100
90	9900	OldTown	6	4	1880	1008	1178	2210	5	8	205	117500
60	3600	OldTown	5	7	1930	687	687	1358	3	6	336	124500
75	13500	OldTown	7	8	1879	819	1312	2454	3	8	576	185000
60	7200	OldTown	6	6	1910	1214	1260	2291	4	9	506	133900
40	5400	OldTown	6	7	1926	1149	1149	1616	3	5	216	152000
90	8100	OldTown	5	6	1948	1559	1559	1559	2	5	812	153500
60	10800	OldTown	7	8	1890	718	1576	2554	3	8	704	159500
52	9439	OldTown	5	5	1930	912	912	1248	2	6	160	87000
52	8626	OldTown	4	6	1956	0	968	968	2	5	331	104500
76	11800	OldTown	4	7	1949	0	1382	1382	1	6	384	110000
55	6854	BrkSide	5	7	1925	756	916	1060	1	6	308	136500
55	8674	BrkSide	5	6	1950	910	910	1435	3	6	308	128250
98	8731	BrkSide	5	5	1920	915	1167	1167	3	6	495	144000
70	8737	BrkSide	6	7	1923	1065	915	1635	3	6	440	210000
50	6125	BrkSide	5	7	1939	728	728	1274	3	6	224	135000
50	6000	BrkSide	6	6	1939	600	608	1232	3	6	217	128000
60	6000	BrkSide	6	6	1941	735	869	1218	3	6	440	131000
51	6120	BrkSide	5	7	1939	884	884	884	2	5	240	113000
	6240	BrkSide	6	5	1938	861	861	1409	3	6	528	126000
52	6240	BrkSide	5	8	1939	672	899	1322	4	7	280	132000
52	6240	BrkSide	5	7	1930	966	1014	1426	3	6	230	131750
51	6120	BrkSide	5	6	1926	756	903	1281	2	6	379	132500
51	6120	BrkSide	5	8	1920	939	939	1513	4	8	180	137500
51	6120	BrkSide	7	8	1929	832	854	854	2	5	576	132000
