year,age,maritalstatus,education,region,jobclass,health,health_ins,wage
2005,47,5. Separated,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,61.18752643
2007,35,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,118.8843593
2008,49,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,65.11085372
2004,40,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2004,32,3. Widowed,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,104.9215065
2008,57,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,73.77574327
2008,56,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,141.7751723
2009,73,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,90.48191336
2007,29,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,73.77574327
2003,49,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,134.7053751
2009,30,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2008,29,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,91.69922611
2004,36,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,95.23071257
2009,39,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,156.5035109
2007,48,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2006,45,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2004,50,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,54.59815003
2003,42,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,32.36641317
2007,58,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,118.8843593
2007,48,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2003,48,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2005,45,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2007,41,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,110.7826503
2008,27,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,93.55726735
2004,44,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2003,32,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2006,46,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2005,52,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,52.15617117
2003,22,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,43.73511168
2004,53,3. Widowed,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,117.1468169
2008,34,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
2009,38,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,148.4131591
2009,42,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,101.8243521
2005,25,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,94.07271475
2004,29,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,86.69515483
2005,28,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,141.7751723
2005,46,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,66.96164432
2007,55,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2004,56,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,105.7676396
2005,41,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,118.8843593
2009,61,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,176.9896505
2003,47,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,65.11085372
2006,52,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,85.38394038
2004,27,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,72.15045568
2007,33,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,89.24288466
2003,58,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,65.11085372
2005,27,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,145.8051634
2009,52,5. Separated,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,87.98103279
2003,45,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,41.09980363
2003,22,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,68.3956538
2005,25,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,81.28325328
2004,25,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,73.77574327
2005,41,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,130.9821774
2006,54,5. Separated,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,148.4131591
2007,23,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.22674631
2006,36,1. Never Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,63.188861
2004,31,5. Separated,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,94.07271475
2006,52,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,92.65813017
2007,46,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,76.89360252
2007,45,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
2009,40,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,79.85490031
2004,33,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,86.69515483
2007,42,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,133.9715001
2007,41,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,125.5254984
2007,25,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,92.89584479
2005,24,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,72.15045568
2006,24,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,118.8843593
2008,51,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,70.47601965
2004,41,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,127.1157438
2009,42,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2005,30,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,87.98103279
2009,55,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,54.59815003
2008,23,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,84.04595765
2003,60,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,85.38394038
2003,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,141.7751723
2008,41,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,110.7826503
2003,80,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,79.85490031
2005,53,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,97.49329405
2004,40,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,171.7651326
2009,35,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,137.4812478
2009,55,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,75.35567932
2008,24,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,73.77574327
2007,39,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2003,30,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,95.23071257
2005,68,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2004,54,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,109.8339856
2008,27,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,81.28325328
2005,34,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2004,53,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,127.1157438
2004,48,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,85.38394038
2005,59,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2004,30,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,118.8843593
2007,45,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,163.515864
2007,39,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,104.9215065
2008,45,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,99.6894637
2007,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,281.7459706
2003,30,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,138.2991269
2005,57,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,176.9896505
2004,53,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,136.8763676
2009,42,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,186.8766776
2005,23,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,90.48191336
2009,58,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,85.38394038
2005,43,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,145.1436012
2003,33,4. Divorced,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,120.5894365
2004,56,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,101.8243521
2006,37,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,108.8745258
2009,41,4. Divorced,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,38.60591452
2007,33,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,92.89584479
2007,50,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,126.3238807
2003,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,191.5736835
2004,53,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,155.9005061
2005,37,3. Widowed,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2006,20,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,59.09706408
2003,26,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,73.77574327
2003,29,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,90.48191336
2008,57,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2009,47,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,151.5914842
2004,54,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,272.2947832
2007,38,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,97.49329405
2006,23,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,68.11199407
2004,31,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.1157438
2004,43,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,272.2947832
2003,33,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,111.7208494
2004,48,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,127.1157438
2008,33,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,87.98103279
2009,52,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2008,30,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,69.79153085
2004,44,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,94.07271475
2004,38,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.273347
2008,51,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,160.6424754
2007,47,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,171.7651326
2005,28,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,141.7751723
2004,52,4. Divorced,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,115.3750386
2004,23,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,72.15045568
2003,65,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,73.77574327
2005,27,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,127.1157438
2004,33,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,20.93437794
2008,49,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,79.85490031
2008,27,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,102.8702469
2008,48,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,115.3750386
2005,38,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,97.49329405
2008,58,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,104.9215065
2003,40,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,115.3750386
2007,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,93.48669204
2009,53,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,123.0896998
2009,25,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2003,42,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,96.37065283
2004,40,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,84.04595765
2006,35,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.1157438
2005,50,5. Separated,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,95.23071257
2004,34,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2009,48,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,102.8702469
2004,49,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,111.7208494
2009,41,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,94.07271475
2004,37,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.1157438
2003,58,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2006,28,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,68.11199407
2003,33,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,128.6804882
2003,50,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,143.9273594
2009,38,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,103.9024706
2003,48,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,91.69922611
2008,30,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,95.23071257
2006,49,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,138.2991269
2005,44,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.5567764
2009,50,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,94.07271475
2009,58,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,114.4757133
2004,45,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,150.0132863
2005,44,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,97.49329405
2005,35,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,90.48191336
2005,59,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,81.28325328
2009,45,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,130.9821774
2004,51,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,150.9627835
2006,61,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,130.9821774
2008,45,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,145.1436012
2003,34,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,90.48191336
2007,33,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,113.5670896
2005,45,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,87.98103279
2009,50,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,157.7005277
2006,50,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2005,39,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,84.04595765
2009,26,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,160.6436382
2007,49,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,47.90556704
2003,20,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,59.09706408
2003,31,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,81.28325328
2007,49,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,87.98103279
2007,56,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2005,61,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,143.8085568
2005,56,5. Separated,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,110.7826503
2009,51,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,118.8843593
2004,42,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,120.5894365
